seq,type,date,time,location
362,自行車竊盜,1041225,16~18,台北市文山區景華里景興路46弄景興國中大門旁停車格
363,自行車竊盜,1041226,16~18,台北市中山區新生北路三段31 ~ 60號
364,自行車竊盜,1041226,19~21,台北市北投區東華里致遠三路91~120號
365,自行車竊盜,1041226,19~21,台北市北投區東華里致遠三路91~120號
366,自行車竊盜,1041227,22~24,台北市文山區景華里景華街31 ~ 60號
367,自行車竊盜,1041228,16~18,台北市中正區南門里廣州街8巷口
368,自行車竊盜,1041229,07~09,台北市信義區景聯里基隆路二段31 ~ 60號
369,自行車竊盜,1041229,19~21,台北市中山區新生北路二段137巷31~60號
370,自行車竊盜,1041231,22~24,台北市萬華區西昌街151~180號
371,自行車竊盜,1050101,01~03,台北市信義區正和里仁愛路四段481~510號
372,自行車竊盜,1050101,19~21,台北市南港區中南里忠孝東路七段596巷1~30號
373,自行車竊盜,1050103,22~24,台北市萬華區和平西路三段91~120號
374,自行車竊盜,1050104,19~21,台北市北投區洲美里洲美街洲美橋下401巷61~90號
375,自行車竊盜,1050105,22~24,台北市大安區長興街31~60號
376,自行車竊盜,1050110,07~09,台北市士林區永倫里延平北路六段451~480號
377,自行車竊盜,1050110,10~12,台北市大安區復興南路2段211 ~ 240號
378,自行車竊盜,1050118,10~12,台北市松山區市民大道六段
379,自行車竊盜,1050118,22~24,台北市萬華區萬青街151~180號
380,自行車竊盜,1050122,16~18,台北市松山區南京東路五段291巷6弄1~30號
381,自行車竊盜,1050126,13~15,台北市士林區福德里中正路247巷士林捷運站1號出口
382,自行車竊盜,1050127,13~15,台北市北投區石牌里石牌路一段121~150號
383,自行車竊盜,1050128,01~03,台北市大安區民輝里忠孝東路三段61~90號
384,自行車竊盜,1050130,16~18,台北市北投區榮光里石牌路一段181~210號石牌捷運站1號出口
385,自行車竊盜,1050202,16~18,台北市北投區立農里立農街一段571~600號
386,自行車竊盜,1050204,01~03,台北市萬華區萬大路486巷31~60號
387,自行車竊盜,1050204,01~03,台北市萬華區萬大路486巷31~60號
388,自行車竊盜,1050204,10~12,台北市大同區重慶北路三段31~60號
389,自行車竊盜,1050204,13~15,台北市中山區市民大道與中山北路口西北角
390,自行車竊盜,1050206,01~03,台北市萬華區成都路1~30號
391,自行車竊盜,1050207,13~15,台北市中山區龍江路271~300號
392,自行車竊盜,1050209,16~18,台北市松山區八德路四段
393,自行車竊盜,1050210,10~12,台北市文山區信義路3段91 ~ 120號
394,自行車竊盜,1050213,16~18,台北市萬華區水源路181~210號
395,自行車竊盜,1050213,16~18,台北市萬華區水源路181~210號
396,自行車竊盜,1050216,04~06,台北市內湖區康樂街151巷1~30號
397,自行車竊盜,1050217,01~03,台北市大同區星明里太原路152巷1~30號
398,自行車竊盜,1050217,04~06,台北市中正區水源里羅斯福路四段78巷1弄內
399,自行車竊盜,1050218,10~12,台北市大安區華聲里市民大道四段181~210號
400,自行車竊盜,1050220,10~12,台北市文山區興業里23鄰辛亥路五段124巷
401,自行車竊盜,1050220,16~18,台北市內湖區內湖路一段1巷口旁人行道
402,自行車竊盜,1050221,19~21,台北市士林區聖山里忠義街31~60號
403,自行車竊盜,1050222,10~12,台北市大安區群賢里復興南路二段211~240號
404,自行車竊盜,1050224,07~09,台北市中正區新營里寧波東街9巷1~30號
405,自行車竊盜,1050224,07~09,台北市中正區新營里寧波東街9巷1~30號
406,自行車竊盜,1050225,13~15,台北市大安區德安里四維路76巷1~30號
407,自行車竊盜,1050225,13~15,台北市大安區德安里四維路76巷1~30號
408,自行車竊盜,1050228,16~18,台北市信義區廣居里忠孝東路五段236巷1~30號
409,自行車竊盜,1050228,19~21,台北市中山區松江路91~120號
410,自行車竊盜,1050228,19~21,台北市中山區松江路91~120號
411,自行車竊盜,1050301,13~15,台北市中山區民權東路二段31~60號
412,自行車竊盜,1050301,13~15,台北市中山區民權東路二段31~60號
413,自行車竊盜,1050302,04~06,台北市萬華區漢口街二段53巷1~30號
414,自行車竊盜,1050302,04~06,台北市萬華區漢口街二段53巷1~30號
415,自行車竊盜,1050303,13~15,台北市萬華區中華路一段1~30號
416,自行車竊盜,1050303,13~15,台北市萬華區中華路一1段1~30號
417,自行車竊盜,1050304,16~18,台北市大安區光信里光復南路456巷1~30號
418,自行車竊盜,1050305,07~09,台北市文山區試院里28鄰木柵路177巷內
419,自行車竊盜,1050305,13~15,台北市信義區安康里松仁路95巷1~30號
420,自行車竊盜,1050305,19~21,台北市大安區民輝里忠孝東路三段10巷
421,自行車竊盜,1050306,19~21,台北市中正區幸市里忠孝東路一段70巷善導寺捷運站1~30號出口
422,自行車竊盜,1050308,07~09,台北市中正區富水里思源街1~30號
423,自行車竊盜,1050309,16~18,台北市中山區吉林路252之1~30號
424,自行車竊盜,1050311,10~12,台北市信義區安康里松仁路61~90號
425,自行車竊盜,1050311,19~21,台北市大同區重慶里敦煌路21巷
426,自行車竊盜,1050314,13~15,台北市大同區國慶里民族西路271~300號
427,自行車竊盜,1050314,13~15,台北市大同區重慶里承德路三段271~300號
428,自行車竊盜,1050314,16~18,台北市大安區民輝里捷運忠孝新生站1~30號出口
429,自行車竊盜,1050314,19~21,台北市內湖區康樂街151巷巷口人行道
430,自行車竊盜,1050316,07~09,台北市內湖區康樂街125巷1~30號
431,自行車竊盜,1050316,13~15,台北市內湖區瑞光路271~300號
432,自行車竊盜,1050316,16~18,台北市中正區台北車站東側人行道自行車架處路
433,自行車竊盜,1050319,10~12,台北市松山區新東街20巷
434,自行車竊盜,1050319,16~18,台北市信義區永春里忠孝東路五段703巷1弄1~30號
435,自行車竊盜,1050320,16~18,台北市信義區永春里忠孝東路五段703巷1弄1~30號
436,自行車竊盜,1050321,16~18,台北市士林區福德里福德路1~30號士林捷運站2號出口
437,自行車竊盜,1050322,16~18,台北市大安區新龍里建國南路二段121~150號
438,自行車竊盜,1050322,16~18,台北市萬華區和平西路三段91~120號
439,自行車竊盜,1050327,10~12,台北市北投區福興里承德路七段61~90號
440,自行車竊盜,1050327,22~24,台北市信義區興隆里忠孝東路國父紀念館捷運站1號出口
441,自行車竊盜,1050327,22~24,台北市內湖區成功路四段1~30號
442,自行車竊盜,1050327,22~24,台北市文山區景行里羅斯福路六段361~390號
443,自行車竊盜,1050328,01~03,台北市萬華區萬壽里漢口街二段74巷1~30號
444,自行車竊盜,1050328,13~15,台北市士林區福林里中正路235巷31~60號
445,自行車竊盜,1050329,01~03,台北市中山區吉林路331~360號
446,自行車竊盜,1050330,07~09,台北市內湖區東湖路91~120號
447,自行車竊盜,1050331,22~24,台北市南港區南港里興中路28巷口對面人行道
448,自行車竊盜,1050402,13~15,台北市內湖區內湖路一段601~630號
449,自行車竊盜,1050405,04~06,台北市南港區合成里忠孝東路六段1~30號
450,自行車竊盜,1050405,13~15,台北市北投區奇岩里公館路181~210號
451,自行車竊盜,1050408,13~15,台北市北投區桃源里中央北路三段53巷1~30號
452,自行車竊盜,1050409,16~18,台北市萬華區中華路二段364巷31~60號
453,自行車竊盜,1050410,01~03,台北市中正區南福里寧波西街1~30號
454,自行車竊盜,1050410,07~09,台北市北投區八仙里立農街一段187巷10弄1~30號
455,自行車竊盜,1050410,10~12,台北市松山區南京東路5段181 ~ 210號
456,自行車竊盜,1050410,22~24,台北市士林區仁勇里大北路61~90號
457,自行車竊盜,1050414,01~03,台北市中山區松江路37巷1~30號
458,自行車竊盜,1050417,19~21,台北市南港區西新里昆陽街91~120號
459,自行車竊盜,1050418,07~09,台北市萬華區中華路二段121~150號
460,自行車竊盜,1050419,22~24,台北市萬華區華江雁鴨公園
461,自行車竊盜,1050420,13~15,台北市內湖區東湖路61~90號
462,自行車竊盜,1050421,04~06,台北市大安區住安里信義路四段61~90號
463,自行車竊盜,1050421,07~09,台北市大安區龍安里新生南路二段61~90號
464,自行車竊盜,1050422,13~15,台北市北投區奇岩里公館路257巷1~30號
465,自行車竊盜,1050422,19~21,台北市北投區奇岩里公館路257巷1~30號
466,自行車竊盜,1050422,22~24,台北市大安區民炤里仁愛路三段1~30號
467,自行車竊盜,1050423,13~15,台北市北投區榮光里西安街二段石牌國中後門人行道
468,自行車竊盜,1050424,16~18,台北市大同區保安里哈密街61~90號
469,自行車竊盜,1050425,16~18,台北市大安區福住里新生南路二段31~60號
470,自行車竊盜,1050427,19~21,台北市文山區萬隆里羅斯福路六段1~30號
471,自行車竊盜,1050428,22~24,台北市大安區光武里6鄰忠孝東路四段101巷1~30號
472,自行車竊盜,1050429,10~12,台北市北投區振華里東華街一段石牌捷運站腳踏車停放處
473,自行車竊盜,1050429,16~18,台北市大同區大有里環河北路一段271~300號
474,自行車竊盜,1050430,16~18,台北市中正區龍光里重慶南路三段31~60號
475,自行車竊盜,1050501,13~15,台北市中正區南門里廣州街8巷南門國中旁人行道
476,自行車竊盜,1050501,16~18,台北市大安區法治里基隆路二段151~180號
477,自行車竊盜,1050502,07~09,台北市大安區福住里新生南路二段31~60號
478,自行車竊盜,1050502,13~15,台北市中山區長安東路一段30巷3弄華山公園
479,自行車竊盜,1050504,16~18,台北市中正區永昌里汀州路一段226巷1~30號
480,自行車竊盜,1050504,19~21,台北市大同區南芳里迪化街一段331~360號
481,自行車竊盜,1050504,19~21,台北市大安區學府里基隆路三段61~90號
482,自行車竊盜,1050505,07~09,台北市北投區吉慶里致遠二路15巷對面石牌國小人行道上
483,自行車竊盜,1050505,16~18,台北市北投區吉利里致遠二路15巷
484,自行車竊盜,1050506,10~12,台北市北投區永明里義理街61~90號
485,自行車竊盜,1050508,07~09,台北市大同區星明里太原路175巷1~30號
486,自行車竊盜,1050509,22~24,台北市中正區忠勤里中華路二段309巷1~30號
487,自行車竊盜,1050510,10~12,台北市士林區義信里中山北路五段61~90號劍潭捷運站1號出口
488,自行車竊盜,1050510,16~18,台北市中山區中山北路3段1 ~ 30號
489,自行車竊盜,1050510,22~24,台北市中正區愛國里中華路2段75巷1~30號
490,自行車竊盜,1050511,07~09,台北市萬華區內江街81巷1~30號
491,自行車竊盜,1050511,16~18,台北市信義區信義路四段361~390號
492,自行車竊盜,1050512,01~03,台北市大安區通化里信義路四段400巷6弄1~30號
493,自行車竊盜,1050512,22~24,台北市中正區忠勤里中華路二段313巷1~30號
494,自行車竊盜,1050516,22~24,台北市北投區稻香里稻香路161巷1~30號
495,自行車竊盜,1050517,13~15,台北市大安區福住里新生南路與金華街口
496,自行車竊盜,1050519,19~21,台北市內湖區星雲街168巷口
497,自行車竊盜,1050519,19~21,台北市松山區八德路四段721~750號
498,自行車竊盜,1050520,01~03,台北市南港區舊莊里舊莊街一段145巷2弄1~30號
499,自行車竊盜,1050520,19~21,台北市大安區群賢里和平東路二段311巷
500,自行車竊盜,1050522,04~06,台北市中正區幸市里忠孝新生1號出口
501,自行車竊盜,1050522,19~21,台北市北投區石牌里石牌路一段166巷43弄1~30號
502,自行車竊盜,1050523,10~12,台北市中正區南門里廣州街8巷南門國中旁人行道
503,自行車竊盜,1050523,19~21,台北市文山區萬有里景明街11巷興隆路一段184巷
504,自行車竊盜,1050524,04~06,台北市大同區朝陽里南京西路331~360號
505,自行車竊盜,1050524,16~18,台北市中正區南門里廣州街8巷口
506,自行車竊盜,1050525,10~12,台北市士林區福德里福德路1~30號
507,自行車竊盜,1050525,19~21,台北市中正區永昌里詔安街151~180號
508,自行車竊盜,1050526,13~15,台北市松山區敦化北路1~30號
509,自行車竊盜,1050528,01~03,台北市內湖區西湖里19鄰內湖路一段285巷1~30號
510,自行車竊盜,1050529,10~12,台北市北投區大同里北投路一段1~30號
511,自行車竊盜,1050529,13~15,台北市士林區芝山里芝玉路二段20巷91~120號
512,自行車竊盜,1050601,16~18,台北市松山區民生東路四段121~150號
513,自行車竊盜,1050602,16~18,台北市大安區住安里信義路四段31~60號
514,自行車竊盜,1050603,07~09,台北市北投區榮光里西安街2段捷運線形公園旁人行道上
515,自行車竊盜,1050604,10~12,台北市松山區新中街6巷1 ~ 30號
516,自行車竊盜,1050608,07~09,台北市中山區區公所旁之自行車停車位
517,自行車竊盜,1050608,10~12,台北市士林區芝山里芝玉路2段20巷91~120號
518,自行車竊盜,1050608,10~12,台北市內湖區成功路三段187巷35弄1~30號
519,自行車竊盜,1050610,01~03,台北市大安區正聲里仁愛路4段421~450號
520,自行車竊盜,1050613,16~18,台北市大安區正聲里忠孝東路四段271~300號
521,自行車竊盜,1050614,19~21,台北市南港區南港里興中路61~90號
522,自行車竊盜,1050614,19~21,台北市大安區龍門里新生南路二段1~30號
523,自行車竊盜,1050614,19~21,台北市南港區南港里興中路61 ~ 90號
524,自行車竊盜,1050615,13~15,台北市松山區捷運南京三民站1 ~ 30號出口
525,自行車竊盜,1050615,22~24,台北市內湖區成功路4段181 ~ 210號
526,自行車竊盜,1050616,07~09,台北市大安區敦安里仁愛路四段121~150號
527,自行車竊盜,1050616,07~09,台北市大同區保安里哈密街63巷
528,自行車竊盜,1050616,10~12,台北市萬華區青年路31~60號
529,自行車竊盜,1050617,01~03,台北市大安區仁慈里信義路四段53巷
530,自行車竊盜,1050617,19~21,台北市文山區興業里2鄰興隆路二段151~180號
531,自行車竊盜,1050618,01~03,台北市大安區錦泰里杭州南路二段61巷1~30號
532,自行車竊盜,1050619,01~03,台北市文山區興得里興隆路三段211~240號
533,自行車竊盜,1050620,16~18,台北市萬華區中華路2段361 ~ 390號
534,自行車竊盜,1050622,19~21,台北市大安區敦安里安和路一段61~90號
535,自行車竊盜,1050623,16~18,台北市大安區光明里杭州南路二段1~30號
536,自行車竊盜,1050624,01~03,台北市萬華區寶興街121~150號
537,自行車竊盜,1050625,04~06,台北市內湖區安康路1~30號
538,自行車竊盜,1050625,19~21,台北市大安區龍雲里大安路2段91 ~ 120號
539,自行車竊盜,1050625,22~24,台北市信義區長春里松山路271~300號
540,自行車竊盜,1050627,01~03,台北市信義區中行里福德街268巷31~60號
541,自行車竊盜,1050627,07~09,台北市士林區明勝里承德路四段9巷1~30號
542,自行車竊盜,1050627,13~15,台北市大安區敦煌里安和路一段135巷1~30號
543,自行車竊盜,1050628,13~15,台北市大安區龍安里和平東路一段181~210號
544,自行車竊盜,1050629,22~24,台北市信義區五全里松信路121~150號
545,自行車竊盜,1050630,07~09,台北市內湖區內湖路二段263巷21弄1~30號
546,自行車竊盜,1050701,13~15,台北市大安區芳和里臥龍街121~150號
547,自行車竊盜,1050703,01~03,台北市信義區忠孝東路四段國父紀念館1~30號出口
548,自行車竊盜,1050703,07~09,台北市大安區龍門里大安森林公園五出口自行車停車場
549,自行車竊盜,1050703,22~24,台北市大安區仁慈里信義路四段19巷1~30號
550,自行車竊盜,1050703,22~24,台北市信義區安康里松德路31 ~ 60號
551,自行車竊盜,1050704,19~21,台北市松山區敦化北路222巷31~60號
552,自行車竊盜,1050708,10~12,台北市中正區螢圃里重慶南路三段61~90號
553,自行車竊盜,1050711,16~18,台北市大同區哈密街59巷
554,自行車竊盜,1050712,19~21,台北市文山區明義里016鄰興隆路四段107巷31~60號
555,自行車竊盜,1050715,13~15,台北市松山區八德路三段31~60號
556,自行車竊盜,1050715,19~21,台北市北投區永明里石牌路2段99巷1 ~ 30號
557,自行車竊盜,1050716,10~12,台北市信義區興雅里興雅路貴婦百貨後方
558,自行車竊盜,1050717,10~12,台北市文山區木柵里007鄰木柵路三段61~90號
559,自行車竊盜,1050719,16~18,台北市松山區南京東路5段三民路口
560,自行車竊盜,1050721,04~06,台北市內湖區港墘捷運站1~30號出口
561,自行車竊盜,1050722,22~24,台北市中山區建國北路2段96巷口
562,自行車竊盜,1050725,04~06,台北市文山區興福里興隆路一段260巷1~30號
563,自行車竊盜,1050725,13~15,台北市中山區長安東路一段11巷1~30號
564,自行車竊盜,1050725,22~24,台北市信義區興隆里忠孝東路5段國父紀念館北側
565,自行車竊盜,1050726,19~21,台北市信義區興隆里忠孝東路國館三號出口旁
566,自行車竊盜,1050726,19~21,台北市信義區興雅里松高路1 ~ 30號
567,自行車竊盜,1050726,19~21,台北市信義區興雅里忠孝東路5段市府捷運站1 ~ 30號出口
568,自行車竊盜,1050729,19~21,台北市信義區興隆里忠孝東路5段國父紀念館1 ~ 30號出口
569,自行車竊盜,1050730,13~15,台北市松山區三民路43巷1 ~ 30號
570,自行車竊盜,1050730,16~18,台北市北投區關渡里知行路61~90號
571,自行車竊盜,1050730,22~24,台北市中山區民生東路3段61 ~ 90號
572,自行車竊盜,1050731,01~03,台北市萬華區馬場町河濱公園
573,自行車竊盜,1050731,22~24,台北市內湖區安泰街56巷1 ~ 30號
574,自行車竊盜,1050801,10~12,台北市南港區舊莊里舊莊街1段91巷1 ~ 30號
575,自行車竊盜,1050801,19~21,台北市大安區龍雲里大安路2段121 ~ 150號
576,自行車竊盜,1050801,22~24,台北市士林區社新里社子街22巷31 ~ 60號
577,自行車竊盜,1050802,07~09,台北市大同區國順里迪化街2段151 ~ 180號
578,自行車竊盜,1050802,13~15,台北市萬華區康定路331 ~ 360號
579,自行車竊盜,1050803,07~09,台北市萬華區西寧南路武昌街口
580,自行車竊盜,1050804,07~09,台北市大安區敦煌里仁愛路4段300巷1 ~ 30號
581,自行車竊盜,1050804,10~12,台北市大安區永康里信義路2段121 ~ 150號
582,自行車竊盜,1050805,07~09,台北市萬華區西園路2段181 ~ 210號
583,自行車竊盜,1050807,01~03,台北市大安區龍門里大安森林公園捷運站五號出口旁自行車停車場
584,自行車竊盜,1050807,13~15,台北市中山區錦州街1 ~ 30號
585,自行車竊盜,1050815,10~12,台北市松山區富錦街61 ~ 90號
586,自行車竊盜,1050816,04~06,台北市大安區虎嘯里敦化南路2段211 ~ 240號
587,自行車竊盜,1050816,07~09,台北市中正區建國里中華路1段61 ~ 90號
588,自行車竊盜,1050819,10~12,台北市文山區木柵里029鄰木柵路3段102巷1 ~ 30號
589,自行車竊盜,1050819,22~24,台北市文山區興邦里興隆路2段1 ~ 30號
590,自行車竊盜,1050821,10~12,台北市文山區順興里006鄰忠順街2段1 ~ 30號
591,自行車竊盜,1050821,16~18,台北市文山區木柵里029鄰木柵路3段102巷1 ~ 30號
592,自行車竊盜,1050822,10~12,台北市大安區敦煌里信義路4段211 ~ 240號
593,自行車竊盜,1050823,10~12,台北市南港區中研里研究院路2段61巷2弄1 ~ 30號
594,自行車竊盜,1050823,10~12,台北市南港區舊莊里舊莊街1段91巷1 ~ 30號
595,自行車竊盜,1050823,22~24,台北市南港區東明里南港路2段86巷內(南港郵局旁)
596,自行車竊盜,1050824,07~09,台北市大安區通化里文昌街271 ~ 300號
597,自行車竊盜,1050824,10~12,台北市南港區中研里福山街56巷與大坑街口
598,自行車竊盜,1050824,19~21,台北市文山區明義里022鄰木柵路2段2巷31 ~ 60號
599,自行車竊盜,1050825,07~09,台北市大安區義安里信義路與安和路口
600,自行車竊盜,1050826,04~06,台北市大同區保安里哈密街59巷31弄1 ~ 30號
601,自行車竊盜,1050826,22~24,台北市中山區松江路91 ~ 120號
602,自行車竊盜,1050827,16~18,台北市大安區光武里忠孝東路4段101巷1 ~ 30號
603,自行車竊盜,1050827,16~18,台北市萬華區成都路漢中街口
604,自行車竊盜,1050829,16~18,台北市中山區北安路630巷9弄1 ~ 30號
605,自行車竊盜,1050830,19~21,台北市內湖區星雲街181 ~ 210號
606,自行車竊盜,1050830,19~21,台北市中正區板溪里羅斯福路2段91 ~ 120號
607,自行車竊盜,1050901,01~03,台北市北投區秀山里中和街502巷14弄1 ~ 30號
608,自行車竊盜,1050901,07~09,台北市文山區忠順里016鄰忠順街2段85巷1 ~ 30號
609,自行車竊盜,1050902,04~06,台北市中正區板溪里羅斯福路與南昌路2段口
610,自行車竊盜,1050902,10~12,台北市北投區大同里光明路捷運北投站腳踏車停車場
611,自行車竊盜,1050904,19~21,台北市中正區黎明里捷運臺大醫院站1 ~ 30號出口
612,自行車竊盜,1050904,19~21,台北市信義區興隆里仁愛路4段481 ~ 510號
613,自行車竊盜,1050904,19~21,台北市北投區東華里東華街31段石牌捷運站東華街腳踏車停車場
614,自行車竊盜,1050907,10~12,台北市萬華區西門站
615,自行車竊盜,1050908,10~12,台北市北投區致遠二路5巷1 ~ 30號
616,自行車竊盜,1050910,04~06,台北市大同區蓬萊里承德路民權西路
617,自行車竊盜,1050910,07~09,台北市信義區六和里松仁路241 ~ 270號
618,自行車竊盜,1050910,10~12,台北市信義區永吉里松山路1 ~ 30號
619,自行車竊盜,1050910,16~18,台北市北投區開明里中和街241 ~ 270號
620,自行車竊盜,1050914,19~21,台北市大安區龍生里和平東路2段61 ~ 90號
621,自行車竊盜,1050915,19~21,台北市大同區雙連里重慶北路2段151 ~ 180號
622,自行車竊盜,1050915,22~24,台北市松山區八德路4段245巷56弄1 ~ 30號
623,自行車竊盜,1050918,13~15,台北市文山區萬美里006鄰萬利街1 ~ 30號
624,自行車竊盜,1050918,19~21,台北市大安區光信里仁愛路4段300巷31弄1 ~ 30號
625,自行車竊盜,1050921,07~09,台北市大安區龍泉里師大路1 ~ 30號
626,自行車竊盜,1050921,19~21,台北市大安區龍門里新生南路2段1 ~ 30號
627,自行車竊盜,1050923,07~09,台北市大安區龍圖里復興南路2段31 ~ 60號
628,自行車竊盜,1050923,22~24,台北市中正區新營里中正紀念堂1 ~ 30號出口
629,自行車竊盜,1050924,13~15,台北市內湖區環山路1段91 ~ 120號
630,自行車竊盜,1050929,16~18,台北市大安區華聲里忠孝東路4段301 ~ 330號
631,自行車竊盜,1051003,01~03,台北市信義區六藝里9鄰永吉路180巷48弄1 ~ 30號
632,自行車竊盜,1051003,10~12,台北市中正區東門里徐州路(臺大醫院車道出入口旁人行道)
633,自行車竊盜,1051003,16~18,台北市士林區三玉里士東路200巷31 ~ 60號
634,自行車竊盜,1051006,13~15,台北市松山區南京東路5段三民路口
635,自行車竊盜,1051006,16~18,台北市內湖區環山路2段61 ~ 90號
636,自行車竊盜,1051009,13~15,台北市大安區錦華里和平東路1段1 ~ 30號
637,自行車竊盜,1051009,16~18,台北市大安區學府里羅斯福路4段1 ~ 30號
638,自行車竊盜,1051010,04~06,台北市北投區榮光里西安街唭哩岸站1 ~ 30號出口
639,自行車竊盜,1051011,10~12,台北市大安區車層里忠孝東路4段211 ~ 240號
640,自行車竊盜,1051011,10~12,台北市內湖區康寧路3段265巷31 ~ 60號
641,自行車竊盜,1051013,16~18,台北市士林區承德里中山北路5段61 ~ 90號士林捷運站2號出口
642,自行車竊盜,1051014,13~15,台北市大同區建功里中山捷運站1 ~ 30號出口
643,自行車竊盜,1051014,19~21,台北市萬華區長順街99巷1 ~ 30號
644,自行車竊盜,1051015,01~03,台北市大安區學府里長興街31 ~ 60號
645,自行車竊盜,1051017,13~15,台北市信義區四育里松隆路151 ~ 180號
646,自行車竊盜,1051017,13~15,台北市信義區四育里松隆路151 ~ 180號
647,自行車竊盜,1051019,19~21,台北市萬華區環河南路2段50巷1 ~ 30號
648,自行車竊盜,1051021,19~21,台北市大安區龍門里建國南路2段241 ~ 270號
649,自行車竊盜,1051022,01~03,台北市信義區信義路5段150巷271 ~ 300號
650,自行車竊盜,1051022,07~09,台北市士林區三玉里天母東路91 ~ 120號
651,自行車竊盜,1051022,10~12,台北市北投區大同里光明路1 ~ 30號
652,自行車竊盜,1051022,16~18,台北市中正區螢圃里廈門街31 ~ 60號
653,自行車竊盜,1051022,16~18,台北市文山區木柵里030鄰木柵路3段91 ~ 120號
654,自行車竊盜,1051022,16~18,台北市文山區木柵里030鄰木柵路3段91 ~ 120號
655,自行車竊盜,1051023,13~15,台北市北投區吉利里實踐街61 ~ 90號
656,自行車竊盜,1051024,19~21,台北市南港區三重里捷運南港展覽館站1 ~ 30號出口
657,自行車竊盜,1051025,07~09,台北市文山區萬有里景興路10巷1 ~ 30號
658,自行車竊盜,1051025,13~15,台北市北投區大同里光明路1 ~ 30號
659,自行車竊盜,1051025,13~15,台北市北投區大同里光明路1 ~ 30號
660,自行車竊盜,1051026,22~24,台北市信義區三犁里信義路5段象山捷運站1 ~ 30號出口
661,自行車竊盜,1051027,01~03,台北市文山區景華里景興路42巷2弄
662,自行車竊盜,1051027,16~18,台北市文山區萬年里汀州路4段1 ~ 30號
663,自行車竊盜,1051028,10~12,台北市北投區榮光里石牌路1段181 ~ 210號
664,自行車竊盜,1051028,10~12,台北市北投區大同里北投路1段北投捷運站停車場
665,自行車竊盜,1051029,10~12,台北市士林區承德里中山北路5段61 ~ 90號劍潭捷運站2號出口
666,自行車竊盜,1051029,19~21,台北市大安區龍門里捷運大安森林公園站1 ~ 30號出口
667,自行車竊盜,1051030,16~18,台北市文山區萬年里汀州路4段1 ~ 30號
668,自行車竊盜,1051031,07~09,台北市文山區萬年里汀州路4段61 ~ 90號
669,自行車竊盜,1051031,07~09,台北市大同區南芳里迪化街1段331 ~ 360號
670,自行車竊盜,1051031,10~12,台北市北投區開明里復興四路61 ~ 90號
671,自行車竊盜,1051031,19~21,台北市大安區龍陣里復興南路2段148巷1 ~ 30號
672,自行車竊盜,1051101,13~15,台北市文山區萬祥里羅斯福路5段181 ~ 210號
673,自行車竊盜,1051101,16~18,台北市北投區一德里大度路3段296巷31 ~ 60號
674,自行車竊盜,1051101,19~21,台北市文山區忠順里002鄰興隆路4段121 ~ 150號
675,自行車竊盜,1051102,01~03,台北市內湖區南京東路6段241 ~ 270號
676,自行車竊盜,1051102,16~18,台北市大同區光能里雙連捷運站1 ~ 30號出口
677,自行車竊盜,1051102,22~24,台北市信義區三張里莊敬路423巷7弄
678,自行車竊盜,1051105,07~09,台北市大安區虎嘯里敦化南路2段181 ~ 210號
679,自行車竊盜,1051106,07~09,台北市士林區忠誠里德行東路104巷9弄1 ~ 30號
680,自行車竊盜,1051106,10~12,台北市松山區光復南路66巷61 ~ 90號
681,自行車竊盜,1051107,10~12,台北市萬華區桂林路31 ~ 60號
682,自行車竊盜,1051109,22~24,台北市大安區通安里5鄰文昌街151 ~ 180號
683,自行車竊盜,1051110,13~15,台北市大安區龍門里信義路3段91 ~ 120號捷運大安森林公園站5號出口
684,自行車竊盜,1051112,07~09,台北市中正區建國里中山南路1 ~ 30號
685,自行車竊盜,1051112,10~12,台北市大安區新龍里建國南路2段121 ~ 150號
686,自行車竊盜,1051113,13~15,台北市大安區龍門里信義路3段91 ~ 120號捷運大安森林公園站5號出口
687,自行車竊盜,1051114,10~12,台北市文山區順興里018鄰恆光街17巷1 ~ 30號
688,自行車竊盜,1051114,10~12,台北市文山區樟文里007鄰木新路3段232巷1 ~ 30號
689,自行車竊盜,1051115,10~12,台北市文山區景行里景興路42巷2弄
690,自行車竊盜,1051116,04~06,台北市大安區仁慈里仁愛路4段8巷1 ~ 30號
691,自行車竊盜,1051116,07~09,台北市文山區景行里羅斯福路6段401巷旁
692,自行車竊盜,1051116,13~15,台北市大安區新龍里建國南路2段121 ~ 150號
693,自行車竊盜,1051117,04~06,台北市大安區敦安里仁愛路4段122巷1 ~ 30號
694,自行車竊盜,1051118,19~21,台北市北投區清江里中央南路1段181 ~ 210號
695,自行車竊盜,1051119,13~15,台北市文山區興光里興隆路3段115巷內
696,自行車竊盜,1051119,13~15,台北市大同區老師里環河北路2段361 ~ 390號
697,自行車竊盜,1051119,13~15,台北市文山區興家里13鄰興隆路3段211 ~ 240號
698,自行車竊盜,1051119,16~18,台北市大安區龍雲里大安路2段61 ~ 90號
699,自行車竊盜,1051120,10~12,台北市中正區文北里杭州南路1段131巷1 ~ 30號
700,自行車竊盜,1051120,16~18,台北市南港區南港里市民大道8段(南港火車站天橋下)
701,自行車竊盜,1051123,04~06,台北市信義區中興里信義路4段391 ~ 420號
702,自行車竊盜,1051125,22~24,台北市信義區廣居里忠孝東路5段421 ~ 450號
703,自行車竊盜,1051126,07~09,台北市士林區承德里18鄰基河路1 ~ 30號捷運劍潭站2號出口
